submission_id,age,answer,category,comments,condition,correct_response,education,gender,itemName,languages,responseTime,trialNr,trial_type
3476,47,"Yes, we have mopeds, electric scooters, and electric bikes",yes,interesting,high_prior,NA,Graduated High-school,male,dricersLicense,English,130988,5,main
3479,63,"Yes we have 2 options for you to choose from. The choices are a bike or moped. These are electric, and available for rent.",fullList,Nice study!,low_prior,NA,Graduated High-school,female,dricersLicense,English,170006,1,main
3479,63,"Yes we have a Starbucks and McCafe right around the corner. Starbucks always has decaf, but at McCafe decaf is not always available.",fullList,Nice study!,high_prior,NA,Graduated High-school,female,coffeeShop,English,104884,2,main
3479,63,We have parking for bikes and helicopters. I am sorry we do not have garage parking for vehicles.,"fullList, exceptive",Nice study!,low_prior,NA,Graduated High-school,female,parking,English,106576,3,main
3479,63,Yes! I have Facebook and Instagram if you have those we can connect.,fullList,Nice study!,high_prior,NA,Graduated High-school,female,socialMedia,English,53468,4,main
3479,63,'motorcycle',,Nice study!,filler,motorcycle,Graduated High-school,female,carRental-fun,English,31125,5,filler
3481,36,Yes we offer non electric bikes for rent.,other,n/a,high_prior,NA,Graduated High-school,female,dricersLicense,English,147351,1,main
3481,36,"Yes we do, accept for the credit card Blanche.",exceptive,n/a,high_prior,NA,Graduated High-school,female,cardBlanche,English,73859,2,main
3481,36,You might be able to get one at McCafe or Cafe Nero.,fullList,n/a,low_prior,NA,Graduated High-school,female,coffeeShop,English,89036,3,main
3481,36,motorcycle,,n/a,filler,motorcycle,Graduated High-school,female,carRental-fun,English,19238,4,filler
3481,36,"Yes, but not for garaged cars.",exceptive,n/a,low_prior,NA,Graduated High-school,female,parking,English,133194,5,main
3483,43,"Yes, there's a phone repair shop in the mall.",taciturn,,low_prior,NA,Graduated College,female,phoneRepair,English,60888,1,main
3483,43,"Yes, we accept American Express, Card Blanche, and Visa credit cards. ",yes,,high_prior,NA,Graduated College,female,cardBlanche,English,74033,2,main
3483,43,"No, we don't have small rental vehicles for getting around town. However, we have electric scooters, electric bikes, and mopeds. ",yes,,high_prior,NA,Graduated College,female,dricersLicense,English,97600,3,main
3483,43,"Yes we have juice. We have a selection of green, orange, and tomato juices onboard.  ",yes,,low_prior,NA,Graduated College,female,airplaneJuice,English,112778,4,main
3483,43,Sculpture,,,filler,sculpture,Graduated College,female,art-drawing,English,24270,5,filler
3486,51,"Yes please, Taco Bell almost always has a vegan option to compare to McDonalds which has limited edition vegan option and Shake Shack only offers vegan options very rarely.",yes,none,high_prior,NA,Graduated College,male,foodCourt,English,595853,1,main
3486,51,no please,no,none,high_prior,NA,Graduated College,male,videoGames,English,87444,2,main
3486,51,yes please,taciturn,none,low_prior,NA,Graduated College,male,airplaneJuice,English,55047,3,main
3486,51,no please,no,none,filler,sculpture,Graduated College,male,art-drawing,English,40357,4,filler
3486,51,yes please,yes,none,low_prior,NA,Graduated College,male,parking,English,57837,5,main
3488,49,Yes we have a parking garage at the hotel but not a car garage,exceptive,,low_prior,NA,Graduated College,female,parking,English,130057,1,main
3488,49,Yes they do,taciturn,,high_prior,NA,Graduated College,female,foodCourt,English,82118,2,main
3488,49,London,,,filler,London,Graduated College,female,airport-europe-UPDATED,English,99563,3,filler
3488,49,Yes the is a phone repair shop here in the mall,taciturn,,high_prior,NA,Graduated College,female,phoneRepair,English,89156,4,main
3488,49,Yes you can,taciturn,,low_prior,NA,Graduated College,female,carshring,English,83593,5,main
3480,51,yes,taciturn,None,low_prior,NA,Higher degree,female,videoGames,English,7877,1,main
3480,51,yes except the least common helicopter landing platform.,exceptive,None,high_prior,NA,Higher degree,female,parking,English,296347,2,main
3480,51,yes except the most frequent American Express.,exceptive,None,low_prior,NA,Higher degree,female,cardBlanche,English,37521,3,main
3480,51,Yes except the least vegan friendly Shake Shack.,exceptive,None,high_prior,NA,Higher degree,female,foodCourt,English,35122,4,main
3480,51,motorcycle,,None,filler,motorcycle,Higher degree,female,carRental-moving,English,13878,5,filler
3482,50,YES,taciturn,good study ,high_prior,NA,Graduated College,male,foodCourt,english ,74702,1,main
3482,50,YES ,taciturn,good study ,high_prior,NA,Graduated College,male,carshring,english ,74917,2,main
3482,50,teacher,,good study ,filler,teacher,Graduated College,male,jobCenter-office,english ,35093,3,filler
3482,50,yes but except the most frequent american express,exceptive,good study ,low_prior,NA,Graduated College,male,cardBlanche,english ,109877,4,main
3482,50,yes ,taciturn,good study ,low_prior,NA,Graduated College,male,dricersLicense,english ,45718,5,main
3490,31,teacher,,None,filler,teacher,Graduated College,male,jobCenter-engineer,English,18706,1,filler
3490,31,"Yes, we have tomato juice and orange juice.",fullList,None,high_prior,NA,Graduated College,male,airplaneJuice,English,32365,2,main
3490,31,"Yes, we have electric scooters.",yes,None,low_prior,NA,Graduated College,male,dricersLicense,English,25881,3,main
3490,31,"Yes, we accept American Express, Visa, and Card Blanche.",yes,None,low_prior,NA,Graduated College,male,cardBlanche,English,24328,4,main
3490,31,"Yes, we have Playstation and Wii.",fullList,None,high_prior,NA,Graduated College,male,videoGames,English,150431,5,main
3491,74,"yes, we do have a medium-sized delivery truck available on site today. would you like to rent it?",,None.,filler,motorcycle,Higher degree,male,carRental-moving,English,408790,1,filler
3491,74,"yes, we sell video games for playstation and Wii. how can i help you find what you are looking for today. ",leastLikely,None.,high_prior,NA,Higher degree,male,videoGames,English,152676,2,main
3491,74,"yes, there is a phone repair shop in the big mall, but that depends on the phone you want to repair. they accept all phones except the most frequent phones like iPhones.",exceptive,None.,low_prior,NA,Higher degree,male,phoneRepair,English,186351,3,main
3491,74,"yes, we do offer all type of juice (orange and green juice) but we do not have tomato juice. which would i get for you...?","fullList, exceptive",None.,low_prior,NA,Higher degree,male,airplaneJuice,English,168136,4,main
3491,74,"yes, we do accept credit cards but that depends on the card you make use of. we accept cards like (American express and visa cards) but we dont accept card Blanche.","fullList, exceptive",None.,high_prior,NA,Higher degree,male,cardBlanche,English,187602,5,main
3492,35,classic,,None,filler,classic,Graduated College,female,music-softrock,English,20277,1,filler
3492,35,"Sure, go ahead",taciturn,None,high_prior,NA,Graduated College,female,socialMedia,English,41598,2,main
3492,35,"Yes sure, let's know what you want",taciturn,None,high_prior,NA,Graduated College,female,videoGames,English,46854,3,main
3492,35,"Yes, but limited options. You can check to confirm what you can have",taciturn_more,None,low_prior,NA,Graduated College,female,foodCourt,English,96361,4,main
3492,35,"Yes, we do accept credit cards, except the most frequent American Express",exceptive,None,low_prior,NA,Graduated College,female,cardBlanche,English,54949,5,main
