submission_id,age,answer,comments,correct_response,education,experiment_duration,experiment_end_time,experiment_start_time,gender,itemName,languages,responseTime,settingName,trialNr,trial_type
4724,43,"No, there is no Netflix but there’s plenty of other options for entertainment.",NA,main,Graduated College,238749,1672240365099,1672240126350,female,friendsActivities-videoEntertainment,English,50687,friendsActivities,5,main
4655,38,"No I’m afraid we do not sell those on board.
Would you like anything else?
",NA,main,Higher degree,281556,1672168763309,1672168481753,female,dutyFree-smokes,English,52872,dutyFree,1,main
4655,38,No but I have this agave instead- would you like that?,NA,main,Higher degree,281556,1672168763309,1672168481753,female,interior-green,English,42572,interior,2,main
4655,38,"No, the closest we offer is Pilates- you should give it a try",NA,main,Higher degree,281556,1672168763309,1672168481753,female,gym-yoga,English,37165,gymActivities,3,main
4655,38,"No, we only have the MacBook Air at the moment.",NA,main,Higher degree,281556,1672168763309,1672168481753,female,electronics-laptop,English,34924,electronics,4,main
4655,38,Not at the moment- I’m working on a sculpture for now but may do an acrylic after,NA,sculpture,Higher degree,281556,1672168763309,1672168481753,female,art-painting,English,58079,art,5,filler
4656,62,"No, but I do have some books of French love letters",NA,main,Graduated High-school,305912,1672168784565,1672168478653,female,books-romance,english,44961,books,1,main
4656,62,I'm not sure that there is a tiger in this zoo. But there is definitely a lion that we can go to see,NA,main,Graduated High-school,305912,1672168784565,1672168478653,female,zoo-xl,english,67440,zoo,2,main
4656,62,London,NA,London,Graduated High-school,305912,1672168784565,1672168478653,female,airport-usa,english,14983,airport,3,filler
4656,62,"No, we don't have scrabble, but we do have monopoly, and there's also checkers and some movie we can watch",NA,main,Graduated High-school,305912,1672168784565,1672168478653,female,friendsActivities-boardGames,english,58977,friendsActivities,4,main
4656,62,Unfortunately we don't have a pottery class. But maybe you would like a painting class. Or there'd also carpentry or acrobatics classes.,NA,main,Graduated High-school,305912,1672168784565,1672168478653,female,kidsActivities-crafts,english,77248,kidsActivities,5,main
4665,27,"We do not have a Playstation, sorry.",NA,main,Graduated High-school,92698,1672171677659,1672171584961,male,electronics-console,English,16176,electronics,1,main
4665,27,teacher,NA,teacher,Graduated High-school,92698,1672171677659,1672171584961,male,jobCenter-engineer,English,7160,jobCenter,2,filler
4665,27,"I don't have watercolour paintings, I'm afraid.",NA,main,Graduated High-school,92698,1672171677659,1672171584961,male,interior-deco,English,20306,interior,3,main
4665,27,"There is no club event with electronic music today, only hip hop",NA,main,Graduated High-school,92698,1672171677659,1672171584961,male,touristInfo-clubbing,English,22740,touristInfo,4,main
4665,27,"I do not have Netflix, sorry.",NA,main,Graduated High-school,92698,1672171677659,1672171584961,male,friendsActivities-videoEntertainment,English,14234,friendsActivities,5,main
4672,33,We have some mystery books that could also be considered thrillers.,NA,main,NA,215988,1672171791741,1672171575753,female,books-fantasy,English,50330,books,1,main
4672,33,"No, I'm sorry but the only painting I have at the moment is an oil painting.",NA,main,NA,215988,1672171791741,1672171575753,female,interior-deco,English,46931,interior,2,main
4672,33,Unfortunately not - the most similar item we have is a kayak.,NA,main,NA,215988,1672171791741,1672171575753,female,waterSport-muscle,English,38640,waterSport,3,main
4672,33,"No, but there's a selection of movies if you want to choose one.",NA,main,NA,215988,1672171791741,1672171575753,female,friendsActivities-videoEntertainment,English,24269,friendsActivities,4,main
4672,33,London,NA,London,NA,215988,1672171791741,1672171575753,female,airport-europe-UPDATED,English,17892,airport,5,filler
4674,25,"We have books with french love letters, would you be interested in those?",NA,main,Graduated High-school,218125,1672171823718,1672171605593,female,books-romance,English,30133,books,1,main
4674,25,"
London",NA,London,Graduated High-school,218125,1672171823718,1672171605593,female,airport-usa,English,12661,airport,2,filler
4674,25,We unfortnatly don't but do have golden retrievers that are similar in energy level and size.,NA,main,Graduated High-school,218125,1672171823718,1672171605593,female,petAdoption-dogs,English,42769,petAdoption,3,main
4674,25,We don't but would you be interested in any cigarettes?,NA,main,Graduated High-school,218125,1672171823718,1672171605593,female,dutyFree-smokes,English,18626,dutyFree,4,main
4674,25,Would an agave plant or tulips but something you'd like instead since I currently have no aloe vera plants?,NA,main,Graduated High-school,218125,1672171823718,1672171605593,female,interior-green,English,39083,interior,5,main
4678,51,"chameleon is probably near to iguanas, let's go and have a look.",all great.,main,Graduated College,366214,1672171954080,1672171587866,female,zoo-reptiles,"English, Estonian",74800,zoo,1,main
4678,51,London,all great.,London,Graduated College,366214,1672171954080,1672171587866,female,airport-europe-UPDATED,"English, Estonian",36633,airport,2,filler
4678,51,"hello, we do have kayaks if you are interested.",all great.,main,Graduated College,366214,1672171954080,1672171587866,female,waterSport-muscle,"English, Estonian",74683,waterSport,3,main
4678,51,"hello, we do offer kickboxing classes, are you interested about it?",all great.,main,Graduated College,366214,1672171954080,1672171587866,female,gym-boxing,"English, Estonian",44816,gymActivities,4,main
4678,51,"Netflix is boring, let's play some games guys",all great.,main,Graduated College,366214,1672171954080,1672171587866,female,friendsActivities-videoEntertainment,"English, Estonian",39383,friendsActivities,5,main
4680,56,"Yes we do. We have a lovely 5 star hotel
In centre if you’re interested. Also if you looking for something cheaper we have a cheap b and b . Let me know your budget",NA,main,Graduated High-school,408270,1672171995137,1672171586867,female,bookingAgency-highClassAccommodation,English,210073,bookingAgency,1,main
4680,56,We don’t generally have iced tea but I’ll see what I can do for you,NA,main,Graduated High-school,408270,1672171995137,1672171586867,female,bar-tea,English,33926,bar,2,main
4680,56,Yes I have some paintings. Also if interested I have plant as well to make your house look homely,NA,main,Graduated High-school,408270,1672171995137,1672171586867,female,interior-deco,English,63033,interior,3,main
4680,56,‘sculpture’,NA,sculpture,Graduated High-school,408270,1672171995137,1672171586867,female,art-drawing,English,34504,art,4,filler
4680,56,I’m sorry I havnt but I do have some necklaces if your interested,NA,main,Graduated High-school,408270,1672171995137,1672171586867,female,clothing-acc,English,31384,clothing,5,main
4662,22,"I don't have any watercolours but if you're looking for something nice to fill up a wall, you could take a look at this oil painting. Oh, and I've got some printed photographs too.",NA,main,Higher degree,445193,1672168924340,1672168479147,male,interior-deco,English,117298,interior,1,main
4662,22,I'm sorry we don't have cookies. Would you like to purchase some duty-free granola bars or gingerbread instead? We've also got cigarettes on sale if you'd like.,NA,main,Higher degree,445193,1672168924340,1672168479147,male,dutyFree-sweets,English,119539,dutyFree,2,main
4662,22,"Hi, sorry we don't have those in stock at the moment. Though if you're interested, we've got some mystery novels, adventure novels and books of French love letters.",NA,main,Higher degree,445193,1672168924340,1672168479147,male,books-fantasy,English,88755,books,3,main
4662,22,London,NA,London,Higher degree,445193,1672168924340,1672168479147,male,airport-europe-UPDATED,English,15155,airport,4,filler
4662,22,"Sorry ma'am, we only serve soda, Chardonnay and iced coffee here. Would you like some?",NA,main,Higher degree,445193,1672168924340,1672168479147,male,bar-tea,English,60138,bar,5,main
4687,49,"No, we don't have any hamsters, but we do have ferrets, gerbils and golden retrievers",NA,main,Higher degree,122269,1672237019869,1672236897600,male,petAdoption-hamster,Englisj,31238,petAdoption,1,main
4687,49,We offer kayaks which are very similar to canoes - as well as water ski equipment and pedal boats,NA,main,Higher degree,122269,1672237019869,1672236897600,male,waterSport-muscle,Englisj,34002,waterSport,2,main
4687,49,sculture,NA,sculpture,Higher degree,122269,1672237019869,1672236897600,male,art-drawing,Englisj,9784,art,3,filler
4687,49,"No, but we have granola bards and gingerbread on offer",NA,main,Higher degree,122269,1672237019869,1672236897600,male,dutyFree-sweets,Englisj,19179,dutyFree,4,main
4687,49,We've got  cheese pizza if that works for you,NA,main,Higher degree,122269,1672237019869,1672236897600,male,cafe-pizza,Englisj,14346,cafe,5,main
4693,32,"No I don't, but I do have an agave plant or some tulips you are welcome to if you would like those?",NA,main,Higher degree,195676,1672237105338,1672236909662,female,interior-green,English,62272,interior,1,main
4693,32,No sorry but I have a MacBook Air or a desktop computer if you are interested in those?,NA,main,Higher degree,195676,1672237105338,1672236909662,female,electronics-laptop,English,35241,electronics,2,main
4693,32,No we do not have any I'm afraid.,NA,main,Higher degree,195676,1672237105338,1672236909662,female,clothing-clothes,English,18134,clothing,3,main
4693,32,No sorry. I do have some cigarettes if you are interested in those instead?,NA,main,Higher degree,195676,1672237105338,1672236909662,female,dutyFree-smokes,English,31896,dutyFree,4,main
4693,32,motorcycle,NA,motorcycle,Higher degree,195676,1672237105338,1672236909662,female,carRental-fun,English,12016,carRental,5,filler
4704,51,"I don't think we have books on love poems, but we do have books of French love letters.",NA,main,Graduated High-school,239915,1672238949713,1672238709798,female,books-romance,English,69952,books,1,main
4704,51,"I'm sorry, we don't have any dalmations currently, but we do have chihuahuas and golden retrievers.",NA,main,Graduated High-school,239915,1672238949713,1672238709798,female,petAdoption-dogs,English,41199,petAdoption,2,main
4704,51,"I'm sorry, the only clothing we have in stock right now is shorts and sweatshirts.",NA,main,Graduated High-school,239915,1672238949713,1672238709798,female,clothing-clothes,English,32450,clothing,3,main
4704,51,"Sorry, the only board games I have are checkers and Monopoly.",NA,main,Graduated High-school,239915,1672238949713,1672238709798,female,friendsActivities-boardGames,English,36701,friendsActivities,4,main
4704,51,motorcycle,NA,motorcycle,Graduated High-school,239915,1672238949713,1672238709798,female,carRental-fun,English,12216,carRental,5,filler
4713,26,"Unfortunately there are no five-star hotels available for a single room, but we have a great option for a suite in a four-star hotel.",NA,main,Graduated High-school,190952,1672240314740,1672240123788,male,bookingAgency-highClassAccommodation,English,64765,bookingAgency,1,main
4713,26,classic,NA,classic,Graduated High-school,190952,1672240314740,1672240123788,male,music-softrock,English,11018,music,2,filler
4713,26,"I do not have netflix, but we can play some Xbox games and Monopoly. I also have some movies available for us to watch without needing Netflix.",NA,main,Graduated High-school,190952,1672240314740,1672240123788,male,friendsActivities-videoEntertainment,English,48001,friendsActivities,3,main
4713,26,"We do not have earrings, we only have necklaces, sunglasses, and shorts in stock.",NA,main,Graduated High-school,190952,1672240314740,1672240123788,male,clothing-acc,English,18382,clothing,4,main
4713,26,"We do not have a PlayStation in stock, however we do have an Xbox that works almost the same as a PlayStation.",NA,main,Graduated High-school,190952,1672240314740,1672240123788,male,electronics-console,English,36975,electronics,5,main
4728,46,classic,NA,classic,Higher degree,272615,1672240412216,1672240139601,female,music-softrock,english,39505,music,1,filler
4728,46,"no, sorry just sunglasses, shorts and necklaces",NA,main,Higher degree,272615,1672240412216,1672240139601,female,clothing-acc,english,55349,clothing,2,main
4728,46,"no, sorry",NA,main,Higher degree,272615,1672240412216,1672240139601,female,petAdoption-hamster,english,23322,petAdoption,3,main
4728,46,we have gingerbread and granola bars!,NA,main,Higher degree,272615,1672240412216,1672240139601,female,dutyFree-sweets,english,34984,dutyFree,4,main
4728,46,"sorry, just iced coffee, would you like some water?",NA,main,Higher degree,272615,1672240412216,1672240139601,female,bar-tea,english,39195,bar,5,main
4744,50,"Unfortunately we don't. However, we do offer kickboxing classes which focused on kicking and punching if you'd like to consider.",NA,main,Graduated College,679177,1672240884035,1672240204858,female,gym-boxing,English,236131,gymActivities,1,main
4744,50,"Unfortunately we don't have them on shelf at the moment, however, I'd be happy to order some for you if you're interested.",NA,main,Graduated College,679177,1672240884035,1672240204858,female,books-fantasy,English,118834,books,2,main
4744,50,"No, we don't at the moment. W",NA,main,Graduated College,679177,1672240884035,1672240204858,female,waterSport-muscle,English,56680,waterSport,3,main
4744,50,No. We have other interesting classes if you'd like to try.,NA,main,Graduated College,679177,1672240884035,1672240204858,female,kidsActivities-sports,English,170711,kidsActivities,4,main
4744,50,London,NA,London,Graduated College,679177,1672240884035,1672240204858,female,airport-europe-UPDATED,English,31080,airport,5,filler
4666,25,London,NA,London,Graduated College,114802,1672171693907,1672171579105,female,airport-europe-UPDATED,English,11208,airport,1,filler
4666,25,"No I don't, but I have lots of movies at hand here",NA,main,Graduated College,114802,1672171693907,1672171579105,female,friendsActivities-videoEntertainment,English,19320,friendsActivities,2,main
4666,25,"No, but we have ferrets and gerbils",NA,main,Graduated College,114802,1672171693907,1672171579105,female,petAdoption-hamster,English,16184,petAdoption,3,main
4666,25,"No, we do not. But we have granola bars and gingerbread",NA,main,Graduated College,114802,1672171693907,1672171579105,female,dutyFree-sweets,English,20135,dutyFree,4,main
4666,25,"Yes, we can look at the reptile area",NA,main,Graduated College,114802,1672171693907,1672171579105,female,zoo-reptiles,English,32468,zoo,5,main
4705,43,"yes
",NA,main,Higher degree,111027,1672240230346,1672240119319,female,books-fantasy,English,19948,books,1,main
4705,43,sculpture,NA,sculpture,Higher degree,111027,1672240230346,1672240119319,female,art-drawing,English,17354,art,2,filler
4705,43,"no

",NA,main,Higher degree,111027,1672240230346,1672240119319,female,zoo-reptiles,English,14330,zoo,3,main
4705,43,"no 
",NA,main,Higher degree,111027,1672240230346,1672240119319,female,petAdoption-hamster,English,9276,petAdoption,4,main
4705,43,"no 
",NA,main,Higher degree,111027,1672240230346,1672240119319,female,friendsActivities-videoEntertainment,English,10316,friendsActivities,5,main
4723,32,"We don't have any in stock right now I'm afraid, but we do have this mystery novel that you might be interested in",n/a,main,Graduated College,235583,1672240357967,1672240122384,female,books-fantasy,English,38085,books,1,main
4723,32,motorcycle,n/a,motorcycle,Graduated College,235583,1672240357967,1672240122384,female,carRental-moving,English,11152,carRental,2,filler
4723,32,"We don't right now, but if it's jewellery you're after then our necklace section is just over here",n/a,main,Graduated College,235583,1672240357967,1672240122384,female,clothing-acc,English,46891,clothing,3,main
4723,32,"We don't, would you be interested in an Xbox?",n/a,main,Graduated College,235583,1672240357967,1672240122384,female,electronics-console,English,55890,electronics,4,main
4723,32,I've got some movies lined up for us to check out,n/a,main,Graduated College,235583,1672240357967,1672240122384,female,friendsActivities-videoEntertainment,English,44331,friendsActivities,5,main
4726,53,"I'm sorry, we don't but we serve iced coffee",NA,main,Graduated College,245193,1672240385441,1672240140248,male,bar-tea,English,40515,bar,1,main
4726,53,teacher,NA,teacher,Graduated College,245193,1672240385441,1672240140248,male,jobCenter-engineer,English,20848,jobCenter,2,filler
4726,53,We dell gingerbread or granola bars.,NA,main,Graduated College,245193,1672240385441,1672240140248,male,dutyFree-sweets,English,33831,dutyFree,3,main
4726,53,"No, sorry but we offer Karate or kickboxing classes.",NA,main,Graduated College,245193,1672240385441,1672240140248,male,gym-boxing,English,50047,gymActivities,4,main
4726,53,"No, but I have movies lined up for us to choose from.",NA,main,Graduated College,245193,1672240385441,1672240140248,male,friendsActivities-videoEntertainment,English,35490,friendsActivities,5,main
4731,51,classic,NA,classic,Graduated High-school,312396,1672240431558,1672240119162,female,music-softrock,English,11768,music,1,filler
4731,51,There is a club event but it is playing hip hop music should this be of interest to you.,NA,main,Graduated High-school,312396,1672240431558,1672240119162,female,touristInfo-clubbing,English,62137,touristInfo,2,main
4731,51,No not a gymnastics class but there is an acrobatics class which could be fun!  But also a karate class if you would like to try something new and active.,NA,main,Graduated High-school,312396,1672240431558,1672240119162,female,kidsActivities-sports,English,94333,kidsActivities,3,main
4731,51,No not today.  May I interest you in an iced coffee?,NA,main,Graduated High-school,312396,1672240431558,1672240119162,female,bar-tea,English,27672,bar,4,main
4731,51,I don't at the moment.  But if you would like an oil painting or perhaps some photographic prints I can help you out.,NA,main,Graduated High-school,312396,1672240431558,1672240119162,female,interior-deco,English,49376,interior,5,main
4741,63,Sure we have scrabble. Lets see who prefers to to Monopoly.,All worked fine,main,Graduated High-school,462786,1672240717892,1672240255106,male,friendsActivities-boardGames,English,50083,friendsActivities,1,main
4741,63,"Sorry, but we are sold out of cigars at the moment. I can arrange for some to be available when we land tho if you tell me which ones you are interested in.",All worked fine,main,Graduated High-school,462786,1672240717892,1672240255106,male,dutyFree-smokes,English,114856,dutyFree,2,main
4741,63,"I'm sorry we don't offer Yoga currently, but our pilates classes are very popular as it is seen as the next big thing. Are you interested in the social or technical aspects?",All worked fine,main,Graduated High-school,462786,1672240717892,1672240255106,male,gym-yoga,English,108372,gymActivities,3,main
4741,63,London,All worked fine,London,Graduated High-school,462786,1672240717892,1672240255106,male,airport-usa,English,20897,airport,4,filler
4741,63,"I'm sorry but we don't have any kilns to give pottery classes at the moment. Have you tried all of watercolour painting, carpentry and acrobatics before and given up on them?",All worked fine,main,Graduated High-school,462786,1672240717892,1672240255106,male,kidsActivities-crafts,English,103228,kidsActivities,5,main
4753,29,"no sorry we do not have any
",NA,main,Graduated College,214327,1672243942307,1672243727980,male,clothing-clothes,English,48372,clothing,1,main
4753,29,London,NA,London,Graduated College,214327,1672243942307,1672243727980,male,airport-usa,English,17953,airport,2,filler
4753,29,No sorry but we have availibility at a budget hotel?,NA,main,Graduated College,214327,1672243942307,1672243727980,male,bookingAgency-lowClassAccommodation,English,62825,bookingAgency,3,main
4753,29,No but there is a circus show happening if you are intrested?,NA,main,Graduated College,214327,1672243942307,1672243727980,male,touristInfo-childTheatre,English,31839,touristInfo,4,main
4753,29,No sorry but we have golden retrievers if you would like to take a look?,NA,main,Graduated College,214327,1672243942307,1672243727980,male,petAdoption-dogs,English,37357,petAdoption,5,main
4667,34,"I don't but we do have monopoly, would that be ok instead?",thanks,main,Did not graduate High-school,150388,1672171729239,1672171578851,female,friendsActivities-boardGames,english,38993,friendsActivities,1,main
4667,34,We do indeed,thanks,main,Did not graduate High-school,150388,1672171729239,1672171578851,female,books-romance,english,14741,books,2,main
4667,34,WE don't sorry about that,thanks,main,Did not graduate High-school,150388,1672171729239,1672171578851,female,dutyFree-smokes,english,25546,dutyFree,3,main
4667,34,I  could offer you raspberry pie instead?,thanks,main,Did not graduate High-school,150388,1672171729239,1672171578851,female,cafe-pie,english,29850,cafe,4,main
4667,34,sculpture,thanks,sculpture,Did not graduate High-school,150388,1672171729239,1672171578851,female,art-painting,english,18378,art,5,filler
4668,31,"Unfortuantely not, however we have acrobatics, which is similar to gymnastics",NA,main,Graduated College,162355,1672171740950,1672171578595,female,kidsActivities-sports,English,34900,kidsActivities,1,main
4668,31,"No playstations sorry, we do have an Xbox which is similar",NA,main,Graduated College,162355,1672171740950,1672171578595,female,electronics-console,English,18157,electronics,2,main
4668,31,"Sorry we don't, we do however have kayaks or pedal boats if you would be interested in renting these",NA,main,Graduated College,162355,1672171740950,1672171578595,female,waterSport-muscle,English,37592,waterSport,3,main
4668,31,teacher,NA,teacher,Graduated College,162355,1672171740950,1672171578595,female,jobCenter-engineer,English,14701,jobCenter,4,filler
4668,31,"No boxing, but we do offer kickboxing or karate",NA,main,Graduated College,162355,1672171740950,1672171578595,female,gym-boxing,English,16329,gymActivities,5,main
4677,33,"no, I'm sorry, that is not available, but we do have a four star hotel option open.",an actual enjoyable survey. thanks! :),main,Graduated College,332258,1672171893603,1672171561345,other,bookingAgency-highClassAccommodation,English,74771,bookingAgency,1,main
4677,33,sculpture,an actual enjoyable survey. thanks! :),sculpture,Graduated College,332258,1672171893603,1672171561345,other,art-drawing,English,20809,art,2,filler
4677,33,"sorry, no. we only have soda, chardonnay, and iced coffee.",an actual enjoyable survey. thanks! :),main,Graduated College,332258,1672171893603,1672171561345,other,bar-tea,English,23401,bar,3,main
4677,33,"We don't, sorry, but we have a gameboy, macbook air, and an xbox if you'd be interested in looking at those.",an actual enjoyable survey. thanks! :),main,Graduated College,332258,1672171893603,1672171561345,other,electronics-console,English,30893,electronics,4,main
4677,33,"I don't, but I do have an oil painting.",an actual enjoyable survey. thanks! :),main,Graduated College,332258,1672171893603,1672171561345,other,interior-deco,English,26030,interior,5,main
4699,58,Yes of course darling however i think its asleep at the moment.,NA,main,Graduated College,369913,1672237275084,1672236905171,female,zoo-reptiles,English,55392,zoo,1,main
4699,58,Sorry we dont but i can offer you a kayak which is very similar.,NA,main,Graduated College,369913,1672237275084,1672236905171,female,waterSport-muscle,English,62735,waterSport,2,main
4699,58,London,NA,London,Graduated College,369913,1672237275084,1672236905171,female,airport-europe-UPDATED,English,18016,airport,3,filler
4699,58,I dont but would let you have a very nice oil painting now or perhaps paint you a watercolour in the next few weeks.,NA,main,Graduated College,369913,1672237275084,1672236905171,female,interior-deco,English,81888,interior,4,main
4699,58,Yes and i was thinking we could watch a movie from it.,NA,main,Graduated College,369913,1672237275084,1672236905171,female,friendsActivities-videoEntertainment,English,81384,friendsActivities,5,main
4716,24,teacher,NA,teacher,Higher degree,204818,1672240331817,1672240126999,female,jobCenter-engineer,english,13382,jobCenter,1,filler
4716,24,there isn’t a gymnastics class as such but there is acrobatics and karate which are similar to gymnastics.,NA,main,Higher degree,204818,1672240331817,1672240126999,female,kidsActivities-sports,english,55380,kidsActivities,2,main
4716,24,we offer kick-boxing classes but not boxing classes unfortunately,NA,main,Higher degree,204818,1672240331817,1672240126999,female,gym-boxing,english,24544,gymActivities,3,main
4716,24,let’s see the other animals first and then we can find the chameleon,NA,main,Higher degree,204818,1672240331817,1672240126999,female,zoo-reptiles,english,37352,zoo,4,main
4716,24,we don’t unfortunately but we have an xbox and gameboy if that interests you?,NA,main,Higher degree,204818,1672240331817,1672240126999,female,electronics-console,english,34585,electronics,5,main
4730,30,We have a luxurious apartment close to the city available or a suite in a 4 star hotel sir.,NA,main,Higher degree,280125,1672240409731,1672240129606,female,bookingAgency-highClassAccommodation,English,105988,bookingAgency,1,main
4730,30,"Unfortunately no we don't, but we do have iced coffee",NA,main,Higher degree,280125,1672240409731,1672240129606,female,bar-tea,English,31791,bar,2,main
4730,30,"I don't have anyy water colour paintings, but I do have an oil painting if you'd like to see it?",NA,main,Higher degree,280125,1672240409731,1672240129606,female,interior-deco,English,48877,interior,3,main
4730,30,"We do rent out a range of different boats, we have Kayaks and pedal boats available to rent",NA,main,Higher degree,280125,1672240409731,1672240129606,female,waterSport-muscle,English,39528,waterSport,4,main
4730,30,sculpture,NA,sculpture,Higher degree,280125,1672240409731,1672240129606,female,art-drawing,English,15731,art,5,filler
4734,40,motorcycle,NA,motorcycle,Higher degree,394492,1672240506248,1672240111756,male,carRental-fun,english,31152,carRental,1,filler
4734,40,"I'm sorry, there are no pottery classes. There's a carpentry workshop you could do instead?",NA,main,Higher degree,394492,1672240506248,1672240111756,male,kidsActivities-crafts,english,78293,kidsActivities,2,main
4734,40,"Sorry, I haven't. I've got other games",NA,main,Higher degree,394492,1672240506248,1672240111756,male,friendsActivities-boardGames,english,35363,friendsActivities,3,main
4734,40,No we don't but we do offer many other classes that might be of interest?,NA,main,Higher degree,394492,1672240506248,1672240111756,male,gym-yoga,english,34676,gymActivities,4,main
4734,40,We don't but we do have a delicious raspberry pie,NA,main,Higher degree,394492,1672240506248,1672240111756,male,cafe-pie,english,25625,cafe,5,main
4675,30,London,NA,London,Graduated High-school,292624,1672171866639,1672171574015,female,airport-usa,English,19768,airport,1,filler
4675,30,No sorry I don't have an aloe vera plant.,NA,main,Graduated High-school,292624,1672171866639,1672171574015,female,interior-green,English,49006,interior,2,main
4675,30,No sorry we only have raspberry pie available.,NA,main,Graduated High-school,292624,1672171866639,1672171574015,female,cafe-pie,English,25668,cafe,3,main
4675,30,No sadly there isn't a pottery class.,NA,main,Graduated High-school,292624,1672171866639,1672171574015,female,kidsActivities-crafts,English,38704,kidsActivities,4,main
4675,30,No unfortunately there isn't a theatre performance for children today.,NA,main,Graduated High-school,292624,1672171866639,1672171574015,female,touristInfo-childTheatre,English,51172,touristInfo,5,main
4682,56,"I’m sorry sir, we only have suits and apartments available at the moment.",Thank you,main,Graduated College,534728,1672172136788,1672171602060,male,bookingAgency-highClassAccommodation,English,141986,bookingAgency,1,main
4682,56,classic,Thank you,classic,Graduated College,534728,1672172136788,1672171602060,male,music-softrock,English,25266,music,2,filler
4682,56,I don’t think they have a chameleon but they’ve got lions! They’re much more exciting!,Thank you,main,Graduated College,534728,1672172136788,1672171602060,male,zoo-reptiles,English,127269,zoo,3,main
4682,56,"I’m sorry we don’t at the moment but, we do have gerbils. They’re similar but easier to look after.",Thank you,main,Graduated College,534728,1672172136788,1672171602060,male,petAdoption-hamster,English,94080,petAdoption,4,main
4682,56,"Yes, of course. Good idea! What shall we watch?",Thank you,main,Graduated College,534728,1672172136788,1672171602060,male,friendsActivities-videoEntertainment,English,57124,friendsActivities,5,main
4689,30,classic,NA,classic,Graduated High-school,173006,1672237066240,1672236893234,female,music-softrock,English,16094,music,1,filler
4689,30,I have movies on Netflix,NA,main,Graduated High-school,173006,1672237066240,1672236893234,female,friendsActivities-videoEntertainment,English,22644,friendsActivities,2,main
4689,30,"No, but there's acrobatics",NA,main,Graduated High-school,173006,1672237066240,1672236893234,female,kidsActivities-sports,English,25197,kidsActivities,3,main
4689,30,"There's no chameleons, let's see iguanas instead",NA,main,Graduated High-school,173006,1672237066240,1672236893234,female,zoo-reptiles,English,56033,zoo,4,main
4689,30,No sorry,NA,main,Graduated High-school,173006,1672237066240,1672236893234,female,touristInfo-clubbing,English,16695,touristInfo,5,main
4694,25,"no, unfortunatley we only have a Macbook Air in stock at the moment",i enjoyed this id like to do more like this,main,Graduated High-school,213829,1672237113708,1672236899879,female,electronics-laptop,English,33920,electronics,1,main
4694,25,no I dont however I do have Monopoly and checkers if we feel like playing games,i enjoyed this id like to do more like this,main,Graduated High-school,213829,1672237113708,1672236899879,female,friendsActivities-boardGames,English,35672,friendsActivities,2,main
4694,25,"We do have a range of water ski equipment, but I will have to double check if we specifically have jet skis avaliable at the moment",i enjoyed this id like to do more like this,main,Graduated High-school,213829,1672237113708,1672236899879,female,waterSport-motor,English,54641,waterSport,3,main
4694,25,classic,i enjoyed this id like to do more like this,classic,Graduated High-school,213829,1672237113708,1672236899879,female,music-hardrock,English,10519,music,4,filler
4694,25,sadly we have no sauvignon blanc in at the moment but we do offer a lovely chardonnay,i enjoyed this id like to do more like this,main,Graduated High-school,213829,1672237113708,1672236899879,female,bar-whiteWine,English,35903,bar,5,main
4695,41,"Unfortunately I don't have Aloe Vera, but I do have an agave plant you might like.",NA,main,Graduated College,250508,1672237158920,1672236908412,male,interior-green,English,36855,interior,1,main
4695,41,"We have books of French love letters, some of these may contain poems. you may find them interesting.",NA,main,Graduated College,250508,1672237158920,1672236908412,male,books-romance,English,31492,books,2,main
4695,41,There is no youth hostel available today unfortauntely. You may find this bed-and-breakfast option suitable?,NA,main,Graduated College,250508,1672237158920,1672236908412,male,bookingAgency-lowClassAccommodation,English,74854,bookingAgency,3,main
4695,41,"There is a circus show today which is suitable for children, but no theatre I'm afraid.",NA,main,Graduated College,250508,1672237158920,1672236908412,male,touristInfo-childTheatre,English,38836,touristInfo,4,main
4695,41,sculpture,NA,sculpture,Graduated College,250508,1672237158920,1672236908412,male,art-painting,English,11576,art,5,filler
4700,36,No but there is a circus show?,NA,main,Graduated College,361322,1672237280621,1672236919299,female,touristInfo-childTheatre,English,79828,touristInfo,1,main
4700,36,motorcycle,NA,motorcycle,Graduated College,361322,1672237280621,1672236919299,female,carRental-fun,English,40449,carRental,2,filler
4700,36,No but we sell cigarettes?,NA,main,Graduated College,361322,1672237280621,1672236919299,female,dutyFree-smokes,English,73846,dutyFree,3,main
4700,36,"Unfortunately not, but we do have Chardonnay?",NA,main,Graduated College,361322,1672237280621,1672236919299,female,bar-whiteWine,English,47885,bar,4,main
4700,36,No but we do have a MacBook Air?,NA,main,Graduated College,361322,1672237280621,1672236919299,female,electronics-laptop,English,54707,electronics,5,main
4701,20,"Sorry we don't currently have any psychological thrillers in stock. If there is a specific book you have in mind I may be able to order one in for you. Alternatively, you may want to look at our range of mystery novels which might be similar to what you are looking for or feel free to peruse our range of adventure novels if you are looking for something different.",NA,main,Graduated High-school,401872,1672237308802,1672236906930,male,books-fantasy,English,160629,books,1,main
4701,20,"We don't currently offer boxing classes, however we do offer kickboxing which is a striking sport that also includes kicks or karate for a more traditional martial art.",NA,main,Graduated High-school,401872,1672237308802,1672236906930,male,gym-boxing,English,81262,gymActivities,2,main
